Date;Hour  (GMT);CO (mg/m3);CO 8h (mg/m3);NO (µg/m3);NOX (µg/m3);NO2;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;ICA Estación
25/12/2021;2:00;0,37;0,38;3;26;22;12,04;Muy bueno / Oso ona;11,75;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
25/12/2021;1:00;0,38;0,39;5;30;23;11,79;Muy bueno / Oso ona;11,75;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
24/12/2021;24:00:00;0,36;0,39;5;30;23;11,79;Muy bueno / Oso ona;11,71;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
24/12/2021;23:00;0,46;0,4;6;34;26;11,79;Muy bueno / Oso ona;11,5;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
24/12/2021;22:00;0,39;0,4;6;42;33;11,83;Muy bueno / Oso ona;11,21;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
24/12/2021;21:00;0,42;0,4;7;39;28;11,88;Muy bueno / Oso ona;11,17;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
24/12/2021;20:00;0,36;0,4;4;33;27;11,79;Muy bueno / Oso ona;11,13;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
24/12/2021;19:00;0,34;0,41;5;32;26;11,67;Muy bueno / Oso ona;11,08;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
24/12/2021;18:00;0,38;0,44;6;35;27;11,75;Muy bueno / Oso ona;11,13;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
24/12/2021;17:00;0,42;0,46;9;52;39;11,63;Muy bueno / Oso ona;11,08;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
24/12/2021;16:00;0,41;0,47;9;37;23;11,58;Muy bueno / Oso ona;11;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
24/12/2021;15:00;0,47;0,48;20;62;32;11,5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2021;14:00;0,45;0,48;15;48;26;11,33;Muy bueno / Oso ona;11,04;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
24/12/2021;13:00;0,38;0,48;5;20;12;11,42;Muy bueno / Oso ona;11,29;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
24/12/2021;12:00;0,41;0,48;16;49;26;11,42;Muy bueno / Oso ona;11,33;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
24/12/2021;11:00;0,47;0,47;33;90;39;11,42;Muy bueno / Oso ona;11,13;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
24/12/2021;10:00;0,59;0,46;91;190;51;11,17;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Bueno / Ona
24/12/2021;9:00;0,59;0,43;70;152;45;10,96;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Bueno / Ona
24/12/2021;8:00;0,5;0,42;38;99;41;11;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Bueno / Ona
24/12/2021;7:00;0,46;0,41;21;69;37;10,88;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2021;6:00;0,42;0,42;9;48;34;10,92;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2021;5:00;0,45;0,42;7;39;29;10,75;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2021;4:00;0,39;0,43;3;25;20;10,63;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2021;3:00;0,35;0,45;2;18;15;10,5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2021;2:00;0,42;0,47;4;36;30;10,5;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2021;1:00;0,42;0,48;13;55;35;10,38;Muy bueno / Oso ona;9,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
23/12/2021;24:00:00;0,42;0,49;9;46;33;10,25;Muy bueno / Oso ona;9,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
23/12/2021;23:00;0,47;0,49;30;86;41;10,13;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Bueno / Ona
23/12/2021;22:00;0,51;0,49;38;103;45;10;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Bueno / Ona
23/12/2021;21:00;0,49;0,5;25;82;44;9,92;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
23/12/2021;20:00;0,46;0,5;22;74;41;9,88;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
23/12/2021;19:00;0,56;0,5;46;118;47;10;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Bueno / Ona
23/12/2021;18:00;0,5;0,48;25;80;42;10,04;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Bueno / Ona
23/12/2021;17:00;0,47;0,49;20;71;40;10,46;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
23/12/2021;16:00;0,5;0,5;24;72;35;10,5;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
23/12/2021;15:00;0,47;0,5;16;53;29;10,46;Muy bueno / Oso ona;9,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
23/12/2021;14:00;0,51;0,47;22;64;30;10,46;Muy bueno / Oso ona;9,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
23/12/2021;13:00;0,55;0,45;28;76;33;10,42;Muy bueno / Oso ona;9,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
23/12/2021;12:00;0,48;0,42;22;61;27;10,75;Muy bueno / Oso ona;9,71;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
23/12/2021;11:00;0,43;0,41;29;77;33;10,75;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Muy bueno / Oso ona
23/12/2021;10:00;0,42;0,4;41;98;35;10,96;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Muy bueno / Oso ona
23/12/2021;9:00;0,63;0,37;108;211;45;11;Muy bueno / Oso ona;10;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Bueno / Ona
23/12/2021;8:00;0,53;0,33;69;144;38;11,29;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Muy bueno / Oso ona
23/12/2021;7:00;0,36;0,32;18;57;29;11,88;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
23/12/2021;6:00;0,31;0,33;12;47;28;12,42;Muy bueno / Oso ona;11,75;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
23/12/2021;5:00;0,33;0,35;10;43;28;12,92;Muy bueno / Oso ona;12,25;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
23/12/2021;4:00;0,31;0,35;6;33;25;13,33;Muy bueno / Oso ona;12,58;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
23/12/2021;3:00;0,35;0,34;6;33;24;13,58;Muy bueno / Oso ona;12,79;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
23/12/2021;2:00;0,35;0,32;5;30;22;13,67;Muy bueno / Oso ona;13,13;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
23/12/2021;1:00;0,3;0,32;2;24;22;14,08;Muy bueno / Oso ona;13,5;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
22/12/2021;24:00:00;0,31;0,32;1;23;22;14,42;Muy bueno / Oso ona;13,96;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
22/12/2021;23:00;0,37;0,31;5;30;23;14,79;Muy bueno / Oso ona;14,42;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
22/12/2021;22:00;0,47;0,3;32;79;30;15,04;Muy bueno / Oso ona;14,79;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
22/12/2021;21:00;0,43;0,26;26;71;32;15,54;Muy bueno / Oso ona;15,5;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
22/12/2021;20:00;0,24;0,24;25;68;31;16,54;Muy bueno / Oso ona;16,25;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
22/12/2021;19:00;0,25;0,24;33;82;31;17,54;Muy bueno / Oso ona;16,67;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
22/12/2021;18:00;0,25;0,26;30;77;31;17,92;Muy bueno / Oso ona;16,92;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
22/12/2021;17:00;0,28;0,26;26;70;31;17,96;Muy bueno / Oso ona;16,96;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
22/12/2021;16:00;0,31;0,33;22;61;27;18,13;Muy bueno / Oso ona;16,88;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
22/12/2021;15:00;0,28;0,37;32;75;27;18,08;Muy bueno / Oso ona;16,63;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
22/12/2021;14:00;0,18;0,43;18;47;20;18,13;Muy bueno / Oso ona;16,25;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
22/12/2021;13:00;0,17;0,48;23;59;23;18,29;Muy bueno / Oso ona;16,5;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
22/12/2021;12:00;0,22;0,51;23;59;24;19,17;Muy bueno / Oso ona;17,08;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
22/12/2021;11:00;0,33;0,53;36;83;28;;Sin datos / Daturik gabe;17,67;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
22/12/2021;10:00;0,31;0,53;60;129;36;;Sin datos / Daturik gabe;18,29;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
22/12/2021;9:00;0,4;0,55;70;148;41;21,46;Bueno / Ona;18,88;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
22/12/2021;8:00;0,86;0,51;85;169;40;22,71;Bueno / Ona;19,21;Bueno / Ona;5;Muy bueno / Oso ona;Bueno / Ona
22/12/2021;7:00;0,62;0,48;46;104;33;22,92;Bueno / Ona;19,08;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
22/12/2021;6:00;0,65;0,48;30;76;31;22,5;Bueno / Ona;18,75;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
22/12/2021;5:00;0,56;0,5;19;56;27;22,29;Bueno / Ona;18,75;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
22/12/2021;4:00;0,43;0,56;6;35;25;22,29;Bueno / Ona;19;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
22/12/2021;3:00;0,41;0,61;12;45;26;22,33;Bueno / Ona;19,25;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
22/12/2021;2:00;0,4;0,63;13;47;27;22,54;Bueno / Ona;19,38;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
22/12/2021;1:00;0,42;0,66;7;38;28;22,58;Bueno / Ona;19,46;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
21/12/2021;24:00:00;0,54;0,65;33;88;37;22,71;Bueno / Ona;19,54;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
21/12/2021;23:00;0,63;0,61;49;119;45;22,71;Bueno / Ona;19,67;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
21/12/2021;22:00;0,69;0,57;65;152;52;22,83;Bueno / Ona;19,71;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
21/12/2021;21:00;0,83;0,53;97;211;62;22,54;Bueno / Ona;19,58;Bueno / Ona;5;Muy bueno / Oso ona;Bueno / Ona
21/12/2021;20:00;0,84;0,51;152;306;73;22,04;Bueno / Ona;19,75;Bueno / Ona;6;Muy bueno / Oso ona;Bueno / Ona
21/12/2021;19:00;0,66;0,5;121;256;71;22,08;Bueno / Ona;;Sin datos / Daturik gabe;5;Muy bueno / Oso ona;Bueno / Ona
21/12/2021;18:00;0,56;0,52;76;184;68;22,75;Bueno / Ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Bueno / Ona
21/12/2021;17:00;0,51;0,5;53;141;61;23,33;Bueno / Ona;21,63;Regular / Erregularra;4;Muy bueno / Oso ona;Regular / Erregularra
21/12/2021;16:00;0,36;0,53;12;63;44;24,13;Bueno / Ona;22,08;Regular / Erregularra;3;Muy bueno / Oso ona;Regular / Erregularra
21/12/2021;15:00;0,31;0,56;5;28;20;24,5;Bueno / Ona;22,42;Regular / Erregularra;3;Muy bueno / Oso ona;Regular / Erregularra
21/12/2021;14:00;0,31;0,59;6;31;22;24,63;Bueno / Ona;22,92;Regular / Erregularra;3;Muy bueno / Oso ona;Regular / Erregularra
21/12/2021;13:00;0,56;0,6;60;143;52;24,42;Bueno / Ona;22,54;Regular / Erregularra;5;Muy bueno / Oso ona;Regular / Erregularra
21/12/2021;12:00;0,71;0,56;113;238;65;23,91;Bueno / Ona;22,35;Regular / Erregularra;5;Muy bueno / Oso ona;Regular / Erregularra
21/12/2021;11:00;0,75;0,53;137;273;63;23;Bueno / Ona;21,52;Regular / Erregularra;6;Muy bueno / Oso ona;Regular / Erregularra
21/12/2021;10:00;0,59;0,48;102;209;52;22,04;Bueno / Ona;;Sin datos / Daturik gabe;5;Muy bueno / Oso ona;Bueno / Ona
21/12/2021;9:00;0,49;0,46;72;152;42;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Bueno / Ona
21/12/2021;8:00;0,65;0,44;87;176;44;19,13;Muy bueno / Oso ona;19,17;Bueno / Ona;5;Muy bueno / Oso ona;Bueno / Ona
21/12/2021;7:00;0,57;0,41;49;108;33;18,57;Muy bueno / Oso ona;18,52;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
21/12/2021;6:00;0,51;0,38;15;52;29;18,35;Muy bueno / Oso ona;17,96;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
21/12/2021;5:00;0,45;0,36;10;41;26;18,48;Muy bueno / Oso ona;17,26;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
21/12/2021;4:00;0,36;0,41;7;33;23;17,91;Muy bueno / Oso ona;16,52;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
21/12/2021;3:00;0,38;0,52;12;43;24;17,35;Muy bueno / Oso ona;15,91;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
21/12/2021;2:00;0,33;0,65;18;51;24;16,74;Muy bueno / Oso ona;15,35;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
21/12/2021;1:00;0,41;0,77;11;43;27;16,13;Muy bueno / Oso ona;14,65;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
20/12/2021;24:00:00;0,37;0,82;17;55;30;15,43;Muy bueno / Oso ona;14;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
20/12/2021;23:00;0,33;0,79;29;78;34;15;Muy bueno / Oso ona;13,35;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
20/12/2021;22:00;0,34;0,81;39;97;38;14,48;Muy bueno / Oso ona;12,78;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
20/12/2021;21:00;0,38;0,83;47;112;39;14,13;Muy bueno / Oso ona;12,04;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
20/12/2021;20:00;0,97;0,84;103;202;44;13,48;Muy bueno / Oso ona;;Sin datos / Daturik gabe;5;Muy bueno / Oso ona;Bueno / Ona
20/12/2021;19:00;1,27;0,74;185;353;69;12,22;Muy bueno / Oso ona;9,74;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Bueno / Ona
20/12/2021;18:00;1,29;0,62;222;421;81;10,96;Muy bueno / Oso ona;8,57;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Bueno / Ona
20/12/2021;17:00;0,96;0,51;125;254;64;9,57;Muy bueno / Oso ona;7,65;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Bueno / Ona
20/12/2021;16:00;0,64;0,46;69;156;51;8,3;Muy bueno / Oso ona;7,22;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Bueno / Ona
20/12/2021;15:00;0,5;0,43;30;74;29;7,78;Muy bueno / Oso ona;6,91;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
20/12/2021;14:00;0,48;0,4;28;67;25;7,57;Muy bueno / Oso ona;6,43;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
20/12/2021;13:00;;0,36;;;;7,39;Muy bueno / Oso ona;6,26;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/12/2021;12:00;0,42;0,35;32;77;28;7,25;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
20/12/2021;11:00;0,42;0,32;30;74;29;6,96;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
20/12/2021;10:00;0,4;0,3;24;66;29;6,54;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
20/12/2021;9:00;0,43;0,28;29;75;32;6,42;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
20/12/2021;8:00;0,36;0,26;23;70;34;6,08;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
20/12/2021;7:00;0,32;0,25;8;39;27;5,58;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
20/12/2021;6:00;0,27;0,26;4;23;17;5,46;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
20/12/2021;5:00;0,24;0,28;1;11;9;4,83;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
20/12/2021;4:00;0,24;0,3;1;8;7;4,88;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
20/12/2021;3:00;0,23;0,33;0;7;7;5,04;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
20/12/2021;2:00;0,25;0,36;1;7;6;5,33;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
20/12/2021;1:00;0,25;0,37;0;10;9;5,54;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;24:00:00;0,28;0,4;1;12;10;5,79;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;23:00;0,36;0,41;3;19;16;5,75;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;22:00;0,37;0,43;4;26;20;5,79;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;21:00;0,36;0,44;8;37;26;5,92;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;20:00;0,44;0,43;11;44;28;6,08;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;19:00;0,41;0,41;11;47;30;6,42;Muy bueno / Oso ona;6;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;18:00;0,4;0,41;11;43;26;6,83;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;17:00;0,39;0,41;6;31;22;7,42;Muy bueno / Oso ona;6,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;16:00;0,48;0,39;9;31;18;8,04;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;15:00;0,5;0,36;11;32;17;8,5;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;14:00;0,46;0,32;13;36;17;8,83;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;13:00;0,37;0,3;10;28;13;9,17;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;12:00;0,33;0,28;8;26;13;9,5;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;11:00;0,34;0,27;7;26;15;9,79;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;10:00;0,38;0,25;6;25;16;10,17;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;9:00;0,38;0,23;3;20;16;10,25;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;8:00;0,25;0,22;1;14;13;10,42;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;7:00;0,23;0,22;1;11;9;10,71;Muy bueno / Oso ona;9;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;6:00;0,22;0,23;2;11;8;11;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;5:00;0,21;0,27;1;9;7;11,21;Muy bueno / Oso ona;9,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;4:00;0,21;0,29;1;10;8;11,54;Muy bueno / Oso ona;9,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;3:00;0,22;0,32;1;9;8;11,67;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;2:00;0,22;0,35;1;13;12;11,63;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/12/2021;1:00;0,23;0,38;1;15;13;11,75;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
18/12/2021;24:00:00;0,24;0,42;2;18;16;11,75;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
18/12/2021;23:00;0,26;0,44;2;18;15;11,92;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
18/12/2021;22:00;0,47;0,47;30;82;37;11,96;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Muy bueno / Oso ona
18/12/2021;21:00;0,41;0,46;11;50;33;11,88;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
18/12/2021;20:00;0,4;0,46;16;65;41;11,83;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Bueno / Ona
18/12/2021;19:00;0,42;0,46;21;73;42;11,58;Muy bueno / Oso ona;10;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Bueno / Ona
18/12/2021;18:00;0,43;0,45;22;76;43;11,21;Muy bueno / Oso ona;9,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
18/12/2021;17:00;0,46;0,43;26;79;40;10,71;Muy bueno / Oso ona;9,21;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
18/12/2021;16:00;0,55;0,42;35;91;38;10,21;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
18/12/2021;15:00;0,53;0,41;27;72;31;9,83;Muy bueno / Oso ona;9;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
18/12/2021;14:00;0,48;0,39;24;63;25;9,75;Muy bueno / Oso ona;9,29;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
18/12/2021;13:00;0,4;0,38;16;44;19;9,79;Muy bueno / Oso ona;9,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
18/12/2021;12:00;0,42;0,37;17;47;21;9,79;Muy bueno / Oso ona;9,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
18/12/2021;11:00;0,37;0,36;31;75;28;9,83;Muy bueno / Oso ona;9,54;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
18/12/2021;10:00;0,31;0,37;24;61;25;9,92;Muy bueno / Oso ona;9,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
18/12/2021;9:00;0,33;0,37;9;36;21;9,92;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
18/12/2021;8:00;0,45;0,35;5;29;21;9,79;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
18/12/2021;7:00;0,4;0,35;14;48;26;9,71;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
18/12/2021;6:00;0,34;0,33;7;32;21;9,54;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
18/12/2021;5:00;0,37;0,33;7;36;25;9,63;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
18/12/2021;4:00;0,34;0,34;2;27;24;9,71;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
18/12/2021;3:00;0,4;0,35;4;26;20;9,75;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
18/12/2021;2:00;0,37;0,35;7;31;21;9,88;Muy bueno / Oso ona;11;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
